time,open,high,low,close,volume
2007/02/02 00:00:00:000000,56.2,56.5,56.0,56.4,2861000.0
2007/02/05 00:00:00:000000,56.9,57.2,56.0,56.0,5016000.0
2007/02/06 00:00:00:000000,56.5,56.6,56.0,56.5,5725000.0
2007/02/07 00:00:00:000000,57.0,57.3,56.5,56.5,4263000.0
2007/02/08 00:00:00:000000,56.6,57.3,56.6,57.0,5179000.0
2007/02/09 00:00:00:000000,56.6,59.0,56.6,58.4,18381000.0
2007/02/12 00:00:00:000000,58.5,58.5,57.4,58.0,4813000.0
2007/02/13 00:00:00:000000,57.5,58.0,56.2,56.3,5477000.0
2007/02/14 00:00:00:000000,56.4,57.1,56.3,56.5,5053000.0
2007/02/26 00:00:00:000000,57.0,57.2,56.0,57.1,7796000.0
2007/02/27 00:00:00:000000,56.5,57.1,56.3,56.5,5021000.0
2007/03/01 00:00:00:000000,55.5,55.5,53.9,54.0,12101000.0
2007/03/02 00:00:00:000000,53.9,54.1,53.4,53.5,8392000.0
2007/03/05 00:00:00:000000,53.5,53.5,51.2,51.2,12463000.0
2007/03/06 00:00:00:000000,52.0,52.0,51.6,51.7,498000.0
2007/03/07 00:00:00:000000,52.0,52.1,51.0,51.8,7587000.0
2007/03/08 00:00:00:000000,51.3,53.0,51.3,52.8,4535000.0
2007/03/09 00:00:00:000000,53.0,53.0,51.6,51.9,3456000.0
2007/03/12 00:00:00:000000,52.0,52.7,51.8,52.5,5120000.0
2007/03/13 00:00:00:000000,53.1,53.3,51.9,51.9,11980000.0
2007/03/14 00:00:00:000000,51.2,51.2,49.95,50.4,17370000.0
2007/03/15 00:00:00:000000,50.6,51.3,50.6,50.9,6528000.0
2007/03/16 00:00:00:000000,51.0,51.3,49.95,51.0,15095000.0
2007/03/19 00:00:00:000000,50.9,52.6,50.9,52.0,11732000.0
2007/03/20 00:00:00:000000,52.7,52.8,52.1,52.1,10121000.0
2007/03/21 00:00:00:000000,52.1,52.2,51.4,51.5,5427000.0
2007/03/22 00:00:00:000000,51.6,52.8,51.4,52.4,19634000.0
2007/03/23 00:00:00:000000,52.4,52.5,51.4,51.5,6178000.0
2007/03/26 00:00:00:000000,51.5,52.1,51.4,51.5,5827000.0
2007/03/27 00:00:00:000000,51.5,51.5,50.6,50.7,8468000.0
2007/03/28 00:00:00:000000,50.6,51.1,50.3,50.5,5218000.0
2007/03/29 00:00:00:000000,50.3,50.6,50.1,50.5,6686000.0
2007/03/30 00:00:00:000000,50.5,50.9,50.3,50.5,4712000.0
2007/04/02 00:00:00:000000,50.5,51.0,50.4,50.5,3705000.0
2007/04/03 00:00:00:000000,50.6,50.9,50.0,50.5,8451000.0
2007/04/04 00:00:00:000000,50.5,50.9,50.3,50.7,5837000.0
2007/04/09 00:00:00:000000,51.6,51.7,51.0,51.4,6171000.0
2007/04/10 00:00:00:000000,51.5,52.1,51.4,51.8,4410000.0
2007/04/11 00:00:00:000000,52.0,52.7,51.9,52.2,9586000.0
2007/04/12 00:00:00:000000,52.0,52.0,51.4,51.6,5880000.0
