time,open,high,low,close,volume
2006/11/29 00:00:00:000000,55.65,56.05,55.35,55.75,2591000.0
2006/11/30 00:00:00:000000,55.95,56.3,55.9,56.3,1367000.0
2006/12/01 00:00:00:000000,56.4,56.8,56.3,56.6,2454000.0
2006/12/04 00:00:00:000000,56.8,56.95,56.5,56.95,2811000.0
2006/12/05 00:00:00:000000,57.1,57.25,56.55,56.8,4003000.0
2006/12/06 00:00:00:000000,56.95,57.5,56.8,57.5,3276000.0
2006/12/07 00:00:00:000000,57.35,57.5,57.1,57.3,2406000.0
2006/12/08 00:00:00:000000,57.45,57.45,56.45,56.55,3935000.0
2006/12/11 00:00:00:000000,56.5,56.55,56.25,56.5,1831000.0
2006/12/12 00:00:00:000000,56.35,56.35,55.1,55.3,6703000.0
2006/12/13 00:00:00:000000,55.0,55.35,54.65,55.25,6379000.0
2006/12/14 00:00:00:000000,55.3,55.65,55.1,55.6,7325000.0
2006/12/15 00:00:00:000000,55.9,56.15,55.9,55.95,8594000.0
2006/12/18 00:00:00:000000,56.0,56.8,55.95,56.7,2044000.0
2006/12/19 00:00:00:000000,56.65,56.75,56.35,56.45,3229000.0
2006/12/20 00:00:00:000000,56.7,56.7,56.3,56.5,2593000.0
2006/12/21 00:00:00:000000,56.5,57.0,56.5,56.5,3761000.0
2006/12/22 00:00:00:000000,56.5,56.7,56.5,56.5,561000.0
2006/12/25 00:00:00:000000,56.5,56.5,56.3,56.4,558000.0
2006/12/26 00:00:00:000000,56.4,57.1,56.4,56.75,6184000.0
2006/12/27 00:00:00:000000,57.1,57.35,57.0,57.05,4700000.0
2006/12/28 00:00:00:000000,57.2,57.25,56.8,57.1,2689000.0
2006/12/29 00:00:00:000000,57.15,57.75,57.15,57.75,5330000.0
2007/01/02 00:00:00:000000,57.8,58.5,57.75,58.45,4906000.0
2007/01/03 00:00:00:000000,58.55,58.95,58.45,58.7,6810000.0
2007/01/04 00:00:00:000000,58.55,58.85,58.4,58.65,8552000.0
2007/01/05 00:00:00:000000,58.5,58.6,57.7,57.9,8669000.0
2007/01/08 00:00:00:000000,57.2,57.3,56.8,57.05,5891000.0
2007/01/09 00:00:00:000000,57.05,57.5,57.0,57.3,7785000.0
2007/01/10 00:00:00:000000,56.95,56.95,56.35,56.5,11540000.0
2007/01/11 00:00:00:000000,57.1,57.1,56.15,56.25,7727000.0
2007/01/12 00:00:00:000000,56.7,57.6,56.7,57.5,8175000.0
2007/01/15 00:00:00:000000,57.6,57.95,57.4,57.9,3371000.0
2007/01/16 00:00:00:000000,57.85,58.05,57.55,57.55,4659000.0
2007/01/17 00:00:00:000000,57.5,58.05,57.2,58.0,3568000.0
2007/01/18 00:00:00:000000,58.0,58.4,57.85,58.4,10213000.0
2007/01/19 00:00:00:000000,58.0,58.25,57.95,58.0,8621000.0
2007/01/22 00:00:00:000000,57.7,58.0,57.35,57.85,2584000.0
2007/01/23 00:00:00:000000,57.65,57.85,57.55,57.75,5278000.0
2007/01/24 00:00:00:000000,58.45,58.65,58.4,58.6,3853000.0
2007/01/25 00:00:00:000000,58.8,58.9,58.55,58.75,7075000.0
2007/01/26 00:00:00:000000,58.0,58.2,57.3,57.7,3840000.0
2007/01/29 00:00:00:000000,57.7,57.7,57.0,57.15,3337000.0
2007/01/30 00:00:00:000000,57.2,57.2,56.9,57.15,2603000.0
2007/01/31 00:00:00:000000,57.15,57.2,56.2,56.7,4278000.0
2007/02/01 00:00:00:000000,57.3,57.3,56.55,56.75,4296000.0
2007/02/02 00:00:00:000000,57.05,57.5,57.05,57.4,2830000.0
2007/02/05 00:00:00:000000,57.4,57.55,57.2,57.3,5744000.0
2007/02/06 00:00:00:000000,57.35,57.85,57.3,57.8,2957000.0
2007/02/07 00:00:00:000000,57.8,58.0,57.7,57.85,3809000.0
2007/02/08 00:00:00:000000,58.05,58.05,57.5,57.8,4553000.0
2007/02/09 00:00:00:000000,57.65,58.1,57.65,57.75,4620000.0
2007/02/12 00:00:00:000000,57.65,57.65,57.05,57.2,14210000.0
2007/02/13 00:00:00:000000,56.9,57.25,56.55,56.7,9614000.0
2007/02/14 00:00:00:000000,56.95,57.2,56.85,57.15,3199000.0
2007/02/26 00:00:00:000000,57.7,58.2,57.7,57.95,11768000.0
2007/02/27 00:00:00:000000,58.05,58.05,57.75,57.75,3151000.0
2007/03/01 00:00:00:000000,56.5,56.75,55.75,56.05,18528000.0
2007/03/02 00:00:00:000000,55.55,55.9,55.35,55.7,10259000.0
2007/03/05 00:00:00:000000,54.75,55.0,53.05,53.45,16310000.0
2007/03/06 00:00:00:000000,54.35,54.4,54.3,54.35,314000.0
2007/03/07 00:00:00:000000,54.35,54.55,54.05,54.3,6499000.0
2007/03/08 00:00:00:000000,54.35,54.95,54.35,54.95,4606000.0
2007/03/09 00:00:00:000000,55.0,55.15,54.75,54.75,2197000.0
2007/03/12 00:00:00:000000,55.0,55.35,54.8,55.3,3094000.0
2007/03/13 00:00:00:000000,55.35,55.8,55.35,55.8,4156000.0
2007/03/14 00:00:00:000000,54.8,54.95,54.6,54.95,4757000.0
2007/03/15 00:00:00:000000,55.1,55.9,55.1,55.75,3809000.0
2007/03/16 00:00:00:000000,55.7,56.05,55.6,55.85,3294000.0
2007/03/19 00:00:00:000000,56.0,56.25,55.7,56.0,5500000.0
2007/03/20 00:00:00:000000,56.15,56.35,56.15,56.15,2566000.0
2007/03/21 00:00:00:000000,56.25,56.35,56.15,56.25,2052000.0
2007/03/22 00:00:00:000000,56.85,57.05,56.75,56.9,6535000.0
2007/03/23 00:00:00:000000,56.8,57.15,56.6,56.7,6671000.0
2007/03/26 00:00:00:000000,57.0,57.15,56.85,57.1,2383000.0
2007/03/27 00:00:00:000000,57.1,57.45,56.65,56.9,3912000.0
2007/03/28 00:00:00:000000,57.1,57.1,55.8,56.25,3976000.0
2007/03/29 00:00:00:000000,55.8,56.6,55.7,56.55,2166000.0
2007/03/30 00:00:00:000000,56.55,56.65,56.2,56.45,2546000.0
2007/04/02 00:00:00:000000,56.75,57.0,56.3,56.7,3742000.0
2007/04/03 00:00:00:000000,56.65,56.85,56.3,56.85,1692000.0
2007/04/04 00:00:00:000000,57.4,57.95,57.3,57.75,7976000.0
2007/04/09 00:00:00:000000,58.0,58.15,57.9,58.15,5460000.0
2007/04/10 00:00:00:000000,58.1,58.1,57.55,58.1,6655000.0
2007/04/11 00:00:00:000000,58.1,58.55,58.05,58.5,10530000.0
2007/04/12 00:00:00:000000,58.3,58.4,58.05,58.25,9185000.0
2007/04/13 00:00:00:000000,58.25,58.3,57.5,57.6,4462000.0
2007/04/16 00:00:00:000000,58.1,58.1,57.65,58.0,6475000.0
2007/04/17 00:00:00:000000,58.25,58.3,57.25,57.45,10977000.0
2007/04/18 00:00:00:000000,57.55,57.65,57.3,57.65,7595000.0
2007/04/19 00:00:00:000000,57.2,57.35,56.6,56.75,6769000.0
2007/04/20 00:00:00:000000,56.75,57.0,56.7,56.95,8209000.0
2007/04/23 00:00:00:000000,57.55,58.1,57.5,57.85,8571000.0
2007/04/24 00:00:00:000000,57.9,58.1,57.6,58.1,2482000.0
2007/04/25 00:00:00:000000,57.8,57.85,57.45,57.6,1232000.0
2007/04/26 00:00:00:000000,57.95,58.0,57.55,57.7,6357000.0
2007/04/27 00:00:00:000000,57.7,57.8,57.2,57.5,1069000.0
2007/04/30 00:00:00:000000,57.55,57.55,56.75,56.9,2287000.0
2007/05/02 00:00:00:000000,56.9,57.7,56.9,57.55,1825000.0
2007/05/03 00:00:00:000000,57.8,58.3,57.8,58.2,5408000.0
2007/05/04 00:00:00:000000,58.75,59.2,58.7,59.2,7326000.0
2007/05/07 00:00:00:000000,59.45,59.65,59.3,59.55,7535000.0
2007/05/08 00:00:00:000000,59.25,59.5,59.1,59.3,6876000.0
2007/05/09 00:00:00:000000,59.1,59.25,58.9,58.95,5532000.0
2007/05/10 00:00:00:000000,59.25,59.35,59.0,59.25,9981000.0
2007/05/11 00:00:00:000000,58.7,58.7,58.45,58.6,3310000.0
2007/05/14 00:00:00:000000,58.9,59.0,58.5,58.75,3818000.0
2007/05/15 00:00:00:000000,58.55,58.6,58.05,58.15,3631000.0
2007/05/16 00:00:00:000000,58.05,58.25,58.0,58.2,1693000.0
2007/05/17 00:00:00:000000,58.6,58.8,58.45,58.6,3784000.0
2007/05/18 00:00:00:000000,58.55,58.7,58.25,58.5,1657000.0
2007/05/21 00:00:00:000000,59.0,59.6,58.5,59.6,2916000.0
2007/05/22 00:00:00:000000,59.4,59.85,59.4,59.8,1908000.0
2007/05/23 00:00:00:000000,60.0,60.25,59.95,60.05,3704000.0
2007/05/24 00:00:00:000000,60.0,60.25,59.85,60.1,2191000.0
2007/05/25 00:00:00:000000,59.4,59.5,59.05,59.45,3247000.0
2007/05/28 00:00:00:000000,59.5,59.65,59.4,59.5,1405000.0
2007/05/29 00:00:00:000000,59.5,60.0,59.5,59.7,2835000.0
2007/05/30 00:00:00:000000,60.1,60.1,59.05,59.25,3007000.0
2007/05/31 00:00:00:000000,59.85,59.9,59.65,59.75,1856000.0
2007/06/01 00:00:00:000000,59.75,60.1,59.75,60.0,3057000.0
2007/06/04 00:00:00:000000,60.2,60.35,60.0,60.2,3903000.0
2007/06/05 00:00:00:000000,60.5,60.5,60.0,60.2,3405000.0
2007/06/07 00:00:00:000000,60.2,61.05,60.2,60.9,4462000.0
2007/06/08 00:00:00:000000,60.4,60.75,60.3,60.7,2603000.0
2007/06/11 00:00:00:000000,60.8,60.9,60.7,60.85,3315000.0
2007/06/12 00:00:00:000000,60.85,61.25,60.85,61.2,2662000.0
2007/06/13 00:00:00:000000,60.95,61.2,60.95,61.2,1078000.0
2007/06/14 00:00:00:000000,61.35,62.45,61.35,62.0,4642000.0
2007/06/15 00:00:00:000000,62.3,63.25,62.3,63.2,5238000.0
2007/06/20 00:00:00:000000,63.7,65.4,63.7,65.2,8578000.0
2007/06/21 00:00:00:000000,65.0,66.1,64.65,65.8,11231000.0
2007/06/22 00:00:00:000000,65.95,66.05,64.75,65.4,7531000.0
2007/06/25 00:00:00:000000,65.2,66.35,65.2,66.15,7076000.0
2007/06/26 00:00:00:000000,66.05,66.1,65.05,65.35,4964000.0
2007/06/27 00:00:00:000000,65.15,65.4,64.7,65.0,3576000.0
2007/06/28 00:00:00:000000,65.65,65.65,65.0,65.2,6054000.0
2007/06/29 00:00:00:000000,65.4,65.5,64.8,65.0,4210000.0
2007/07/02 00:00:00:000000,65.0,65.6,64.85,65.6,5567000.0
2007/07/03 00:00:00:000000,66.05,66.3,66.0,66.3,4654000.0
2007/07/04 00:00:00:000000,66.65,66.9,66.35,66.8,9725000.0
